   día   mes año      hora min   seg   lat    long     prof   magnitud1 tipo1 magnitud2 tipo2
   17.    7. 2010.   21.   12.   25. -35.119 -71.904  43.900   4.300   1.000    .000   7.000
   17.    7. 2010.   10.   29.   29. -34.738 -71.762  40.600   3.900   1.000    .000   7.000
   17.    7. 2010.    2.    7.   47. -24.299 -70.322  86.100   6.000   1.000    .000   7.000
   16.    7. 2010.   23.   39.   18. -36.837 -73.357  24.600   4.600   1.000    .000   7.000
   16.    7. 2010.   21.   39.   40. -35.533 -72.732  34.000   4.600   1.000    .000   7.000
   16.    7. 2010.   15.   30.   41. -38.242 -74.162  28.500   4.800   1.000    .000   7.000
   16.    7. 2010.    8.   47.   37. -37.727 -73.334  39.700   4.700   1.000    .000   7.000
   16.    7. 2010.    8.   34.   35. -34.720 -71.758  39.600   3.700   1.000    .000   7.000
   15.    7. 2010.   22.   25.   22. -21.403 -68.745 142.600   5.100   1.000    .000   7.000
   15.    7. 2010.   18.   57.    1. -35.160 -72.905  25.300   5.200   1.000    .000   7.000
   15.    7. 2010.   10.   27.   16. -38.487 -73.821  35.300   4.200   1.000    .000   7.000
   15.    7. 2010.    1.   34.   17. -36.680 -73.077  30.300   4.000   1.000    .000   7.000
   15.    7. 2010.    0.   19.   23. -29.870 -71.529  49.800   5.400   1.000    .000   7.000
   14.    7. 2010.   21.    2.    2. -38.133 -74.169  27.200   5.500   1.000    .000   7.000
   14.    7. 2010.   20.   36.    2. -34.153 -72.303   8.800   5.500   1.000    .000   7.000
   14.    7. 2010.   17.   20.   27. -38.116 -73.606  43.900   4.500   1.000    .000   7.000
   14.    7. 2010.   15.   41.   54. -37.654 -73.289  36.000   4.400   1.000    .000   7.000
   14.    7. 2010.   11.    5.   47. -38.290 -73.552  29.300   5.800   1.000    .000   7.000
   14.    7. 2010.   10.   46.   44. -38.174 -73.794  17.900   4.700   1.000    .000   7.000
   14.    7. 2010.    8.   44.   14. -38.087 -73.861  38.100   5.300   1.000    .000   7.000
   14.    7. 2010.    5.   19.   40. -38.189 -73.530  27.900   5.100   1.000    .000   7.000
   14.    7. 2010.    4.   32.   17. -38.113 -74.131  26.900   6.600   1.000    .000   7.000
   14.    7. 2010.    4.   21.   11. -38.164 -73.737  43.100   5.800   1.000    .000   7.000
   13.    7. 2010.   18.    0.   46. -33.925 -71.315  49.600   3.900   1.000    .000   7.000
   13.    7. 2010.   17.   12.   31. -27.896 -70.724  66.700   5.200   1.000    .000   7.000
   12.    7. 2010.   22.   51.   37. -38.475 -73.494  13.700   4.200   1.000    .000   7.000
   12.    7. 2010.   12.    8.   25. -36.872 -73.288  27.700   4.300   1.000    .000   7.000
   11.    7. 2010.   20.   11.   18. -22.354 -68.633 125.300   6.100   1.000    .000   7.000
   11.    7. 2010.   11.   41.   14. -33.343 -71.668  15.000   3.800   1.000    .000   7.000
    9.    7. 2010.   18.   16.    3. -36.993 -73.041  33.000   4.200   1.000    .000   7.000
    8.    7. 2010.   22.   57.   36. -34.611 -71.956   7.600   3.900   1.000    .000   7.000
    8.    7. 2010.   14.   39.   19. -34.578 -71.906  10.200   3.800   1.000    .000   7.000
    8.    7. 2010.   10.    7.   54. -19.734 -70.275  73.100   4.200   1.000    .000   7.000
    8.    7. 2010.    1.   49.   38. -34.496 -72.049   7.800   5.000   1.000    .000   7.000
    7.    7. 2010.   22.   11.   38. -34.795 -71.794  41.100   3.400   1.000    .000   7.000
    7.    7. 2010.   14.    2.   18. -34.968 -72.930  37.700   4.600   1.000    .000   7.000
    7.    7. 2010.   13.   47.   41. -36.588 -73.283  10.900   3.600   1.000    .000   7.000
    7.    7. 2010.   11.   52.   21. -34.442 -71.969  19.200   3.500   1.000    .000   7.000
    7.    7. 2010.   11.   51.    2. -35.777 -73.551  15.100   4.500   1.000    .000   7.000
    6.    7. 2010.   10.    7.   32. -35.130 -72.410  20.700   4.400   1.000    .000   7.000
    6.    7. 2010.    9.   54.    2. -35.664 -72.111  46.300   5.400   1.000    .000   7.000
    6.    7. 2010.    1.   17.   17. -37.783 -73.217  24.900   4.300   1.000    .000   7.000
    5.    7. 2010.   11.    5.   15. -38.175 -73.394   9.900   4.400   1.000    .000   7.000
    4.    7. 2010.   17.   36.   19. -38.353 -73.478  25.500   4.100   1.000    .000   7.000
    4.    7. 2010.    5.   53.   11. -34.763 -71.861  35.000   4.300   1.000    .000   7.000
    3.    7. 2010.   17.   38.   55. -37.024 -72.770  26.900   2.800   1.000    .000   7.000
    2.    7. 2010.   20.    5.    6. -34.780 -71.642  54.800   5.200   1.000    .000   7.000
    2.    7. 2010.   15.   27.   59. -37.405 -73.229  35.000   4.300   1.000    .000   7.000
    1.    7. 2010.   19.    7.    6. -37.041 -73.472  23.900   4.700   1.000    .000   7.000
    1.    7. 2010.   16.   58.   22. -35.655 -72.630  39.900   5.600   1.000    .000   7.000
    1.    7. 2010.    9.    5.   12. -37.313 -73.902  34.000   4.600   1.000    .000   7.000
   30.    6. 2010.   18.   24.   24. -21.478 -68.572 131.200   5.200   1.000    .000   7.000
   30.    6. 2010.    8.    4.    7. -35.130 -72.694  14.000   4.600   1.000    .000   7.000
   30.    6. 2010.    7.    5.   36. -37.271 -72.964  33.700   3.000   1.000    .000   7.000
   29.    6. 2010.   12.   48.    6. -36.513 -73.357   8.900   3.800   1.000    .000   7.000
   29.    6. 2010.    8.   49.    6. -36.358 -73.885  19.200   4.800   1.000    .000   7.000
   28.    6. 2010.   21.   40.    0. -37.883 -73.622  25.400   6.100   1.000    .000   7.000
   28.    6. 2010.   18.   20.   25. -35.335 -72.136   9.000   4.200   1.000    .000   7.000
   28.    6. 2010.   11.   44.   21. -22.024 -70.354  29.200   4.000   1.000    .000   7.000
   28.    6. 2010.   11.    2.   12. -20.006 -69.116 115.700   4.400   1.000    .000   7.000
   28.    6. 2010.    9.   25.   57. -34.609 -71.812  15.300   4.400   1.000    .000   7.000
   28.    6. 2010.    1.    5.   16. -35.770 -72.647  39.000   3.800   1.000    .000   7.000
   27.    6. 2010.   23.   43.   34. -36.570 -73.547  20.100   4.500   1.000    .000   7.000
   27.    6. 2010.   20.   59.   47. -37.916 -75.041  28.200   5.800   1.000    .000   7.000
   27.    6. 2010.   19.   59.   48. -35.262 -72.562  16.700   4.300   1.000    .000   7.000
   27.    6. 2010.   18.   55.    3. -34.746 -71.818  39.400   4.300   1.000    .000   7.000
   27.    6. 2010.   16.   32.   31. -36.506 -73.284  15.000   3.800   1.000    .000   7.000
   27.    6. 2010.   14.   56.   21. -38.045 -73.650  40.700   5.100   1.000    .000   7.000
   27.    6. 2010.    4.    4.    5. -35.000 -71.971  31.400   4.700   1.000    .000   7.000
   26.    6. 2010.   15.    1.   16. -19.109 -69.626 105.900   5.500   1.000    .000   7.000
   25.    6. 2010.   10.   33.   55. -32.641 -71.793  35.700   5.200   1.000    .000   7.000
   25.    6. 2010.    7.   48.   29. -37.401 -73.284  26.500   4.300   1.000    .000   7.000
   24.    6. 2010.   18.    4.   40. -19.010 -69.279 129.000   5.300   1.000    .000   7.000
   24.    6. 2010.    9.   24.    4. -37.115 -73.975  22.800   5.200   1.000    .000   7.000
   23.    6. 2010.   15.    3.   41. -35.261 -72.438  38.800   4.400   1.000    .000   7.000
   22.    6. 2010.   16.   23.   58. -22.908 -68.901  92.000   4.800   1.000    .000   7.000
   22.    6. 2010.   15.   36.   22. -38.572 -73.524  36.200   4.900   1.000    .000   7.000
   22.    6. 2010.   10.   46.   20. -33.783 -71.324  48.800   3.600   1.000    .000   7.000
   22.    6. 2010.    4.   24.   21. -34.734 -71.881  31.600   4.700   1.000    .000   7.000
   22.    6. 2010.    0.   10.    4. -33.647 -72.001  31.900   3.900   1.000    .000   7.000
   21.    6. 2010.   23.   46.   25. -21.877 -70.193  50.300   3.600   1.000    .000   7.000
   21.    6. 2010.   15.    2.   31. -34.794 -72.178  15.000   3.800   1.000    .000   7.000
   21.    6. 2010.   10.   51.    0. -34.015 -72.185   4.800   4.600   1.000    .000   7.000
   20.    6. 2010.   22.   59.   43. -35.135 -72.783   2.500   4.100   1.000    .000   7.000
   20.    6. 2010.   10.    8.    5. -35.286 -72.036  41.900   4.400   1.000    .000   7.000
   19.    6. 2010.   17.   30.    1. -38.066 -73.501  41.800   5.200   1.000    .000   7.000
   18.    6. 2010.   17.   30.   36. -35.276 -72.576  33.000   3.500   1.000    .000   7.000
   18.    6. 2010.   17.    1.   44. -35.271 -72.588  30.200   4.200   1.000    .000   7.000
   17.    6. 2010.   15.   53.   29. -34.840 -71.700  45.700   3.700   1.000    .000   7.000
   17.    6. 2010.    9.   21.   12. -34.462 -72.245  22.900   4.100   1.000    .000   7.000
   17.    6. 2010.    3.   49.   30. -36.690 -73.604  28.100   4.400   1.000    .000   7.000
   16.    6. 2010.   21.   34.   27. -34.893 -71.763  43.900   4.200   1.000    .000   7.000
   16.    6. 2010.   17.   19.    4. -34.466 -72.054  15.500   3.200   1.000    .000   7.000
   16.    6. 2010.   11.   36.    1. -37.419 -73.889  27.500   4.700   1.000    .000   7.000
   16.    6. 2010.    6.   46.   10. -22.074 -70.318  41.800   2.800   1.000    .000   7.000
   16.    6. 2010.    5.   19.    7. -36.227 -71.277 137.100   5.700   1.000    .000   7.000
   16.    6. 2010.    1.    6.   20. -35.728 -72.289  37.300   4.400   1.000    .000   7.000
   15.    6. 2010.    6.   13.   54. -34.883 -71.863  40.100   4.800   1.000    .000   7.000
   14.    6. 2010.   22.   59.   59. -21.435 -69.918  51.200   5.000   1.000    .000   7.000
   14.    6. 2010.   21.    9.    8. -34.812 -72.395  25.900   4.600   1.000    .000   7.000
   14.    6. 2010.   16.   31.    3. -34.122 -72.224   9.500   3.900   1.000    .000   7.000
   14.    6. 2010.   10.   23.   36. -34.911 -71.884  40.400   4.100   1.000    .000   7.000
   14.    6. 2010.    7.   16.   20. -34.985 -71.872  43.400   4.200   1.000    .000   7.000
   13.    6. 2010.   10.   17.    8. -37.124 -72.766  40.700   3.900   1.000    .000   7.000
   13.    6. 2010.    9.    8.   57. -34.435 -71.991   7.700   2.900   1.000    .000   7.000
   12.    6. 2010.   15.   59.   21. -34.772 -71.739  45.000   4.000   1.000    .000   7.000
   12.    6. 2010.   12.   33.   39. -34.757 -72.323  15.000   4.200   1.000    .000   7.000
   11.    6. 2010.   23.   51.   53. -28.392 -71.346  34.300   4.700   1.000    .000   7.000
   11.    6. 2010.    4.   54.   13. -34.728 -72.081  17.900   5.100   1.000    .000   7.000
   11.    6. 2010.    0.    9.   31. -29.881 -71.354  47.600   3.900   1.000    .000   7.000
   10.    6. 2010.   20.   52.   38. -34.762 -71.741  42.700   4.400   1.000    .000   7.000
   10.    6. 2010.   10.   13.   46. -34.256 -72.204  21.700   4.000   1.000    .000   7.000
   10.    6. 2010.    8.   53.   22. -34.496 -71.914  31.200   3.500   1.000    .000   7.000
   10.    6. 2010.    5.   57.   26. -37.076 -72.681  34.000   3.800   1.000    .000   7.000
   10.    6. 2010.    2.   10.    5. -22.657 -69.147 119.400   5.000   1.000    .000   7.000
    9.    6. 2010.   18.    6.   24. -26.983 -71.037  32.000   3.700   1.000    .000   7.000
    9.    6. 2010.   15.   22.   43. -33.516 -71.594  11.600   3.100   1.000    .000   7.000
    9.    6. 2010.    9.   58.   58. -20.475 -69.006 116.000   5.200   1.000    .000   7.000
    8.    6. 2010.   10.   33.    3. -34.738 -71.853  39.900   4.600   1.000    .000   7.000
    8.    6. 2010.    5.   52.   50. -35.270 -72.650  14.800   4.500   1.000    .000   7.000
    7.    6. 2010.   12.   30.   11. -34.686 -71.847  15.000   3.800   1.000    .000   7.000
    6.    6. 2010.   23.   19.   54. -35.019 -72.638  16.000   3.900   1.000    .000   7.000
    6.    6. 2010.   22.   25.    5. -32.885 -71.754  45.600   4.000   1.000    .000   7.000
    6.    6. 2010.    4.   26.   47. -34.779 -71.933  15.600   4.900   1.000    .000   7.000
    6.    6. 2010.    4.   15.    4. -35.103 -71.860  42.800   4.100   1.000    .000   7.000
    5.    6. 2010.   20.   46.   47. -36.635 -73.109  26.600   4.300   1.000    .000   7.000
    5.    6. 2010.   19.   49.    4. -37.957 -72.348  62.000   4.900   1.000    .000   7.000
    5.    6. 2010.   18.   34.   57. -36.771 -73.421  17.400   3.700   1.000    .000   7.000
    5.    6. 2010.   17.   29.   20. -37.119 -72.659  30.100   4.000   1.000    .000   7.000
    5.    6. 2010.   16.    1.   41. -22.469 -70.209  64.300   3.600   1.000    .000   7.000
    5.    6. 2010.   12.   31.   33. -35.310 -72.078  40.600   3.900   1.000    .000   7.000
    5.    6. 2010.   11.   18.   16. -21.545 -70.020  26.800   5.100   1.000    .000   7.000
    5.    6. 2010.    0.   54.   59. -35.118 -71.882  44.400   3.800   1.000    .000   7.000
    4.    6. 2010.   23.   58.   14. -34.348 -72.060  19.500   3.500   1.000    .000   7.000
    4.    6. 2010.   19.   51.   13. -34.409 -71.960   6.200   3.600   1.000    .000   7.000
    4.    6. 2010.   18.   50.   31. -35.608 -72.137  44.100   4.200   1.000    .000   7.000
    4.    6. 2010.   17.   15.    6. -34.408 -71.993  10.600   2.300   1.000    .000   7.000
    4.    6. 2010.    7.   34.   14. -34.368 -71.943   6.400   2.800   1.000    .000   7.000
    3.    6. 2010.   22.    0.   26. -35.791 -72.554  64.500   4.500   1.000    .000   7.000
    3.    6. 2010.   11.   42.   17. -33.217 -70.646  82.500   4.100   1.000    .000   7.000
    3.    6. 2010.    7.   52.   40. -35.010 -72.166   8.700   3.100   1.000    .000   7.000
    3.    6. 2010.    0.    1.   29. -37.224 -73.765   5.600   4.300   1.000    .000   7.000
    2.    6. 2010.    3.   49.   59. -34.338 -72.104  12.100   4.300   1.000    .000   7.000
    1.    6. 2010.   21.   11.   20. -35.140 -72.086  39.300   4.400   1.000    .000   7.000
    1.    6. 2010.   12.   13.   31. -37.098 -73.455  22.700   4.800   1.000    .000   7.000
    1.    6. 2010.   12.    5.   30. -36.886 -73.543  25.300   5.700   1.000    .000   7.000
    1.    6. 2010.   11.   45.   37. -34.651 -72.518  29.300   4.100   1.000    .000   7.000
    1.    6. 2010.    7.   51.   39. -35.166 -72.584  27.200   3.200   1.000    .000   7.000
    1.    6. 2010.    4.   47.   30. -34.536 -71.957  10.300   4.200   1.000    .000   7.000
   31.    5. 2010.    8.   58.   24. -33.990 -71.576  13.900   4.100   1.000    .000   7.000
   31.    5. 2010.    6.    5.   55. -36.276 -72.471  40.000   3.800   1.000    .000   7.000
   31.    5. 2010.    1.   31.   11. -33.995 -71.416  40.100   3.600   1.000    .000   7.000
   30.    5. 2010.   22.   33.   11. -34.739 -71.786  39.100   3.800   1.000    .000   7.000
   30.    5. 2010.    8.   13.   24. -33.919 -71.412  45.700   3.000   1.000    .000   7.000
   29.    5. 2010.   22.   27.   43. -34.796 -71.722  46.900   5.200   1.000    .000   7.000
   29.    5. 2010.   20.   44.    6. -36.587 -73.380  25.800   4.700   1.000    .000   7.000
   28.    5. 2010.   15.   23.   13. -34.740 -71.825  41.100   4.600   1.000    .000   7.000
   28.    5. 2010.   12.   24.   50. -34.987 -72.148  21.300   4.200   1.000    .000   7.000
   28.    5. 2010.   10.   12.   41. -34.100 -72.104  23.900   4.800   1.000    .000   7.000
   28.    5. 2010.    7.   28.   18. -34.410 -71.916   4.800   2.900   1.000    .000   7.000
   28.    5. 2010.    3.    8.   26. -34.367 -71.963   6.100   2.500   1.000    .000   7.000
   27.    5. 2010.   18.   20.   13. -37.343 -74.261  28.400   5.300   1.000    .000   7.000
   27.    5. 2010.   14.    1.   41. -34.191 -72.248  12.300   4.000   1.000    .000   7.000
   27.    5. 2010.   11.   39.   46. -34.393 -71.966   9.600   2.300   1.000    .000   7.000
   27.    5. 2010.    9.    3.   16. -22.037 -70.295  34.400   1.700   1.000    .000   7.000
   26.    5. 2010.   23.   54.    2. -34.739 -71.703  43.800   4.800   1.000    .000   7.000
   26.    5. 2010.   14.    3.   32. -35.895 -72.731  17.300   4.300   1.000    .000   7.000
   26.    5. 2010.   10.   37.   38. -37.199 -72.714  30.600   3.100   1.000    .000   7.000
   26.    5. 2010.    2.   46.   11. -33.663 -71.197  57.000   3.800   1.000    .000   7.000
   26.    5. 2010.    1.   39.   19. -34.961 -71.779  44.300   3.800   1.000    .000   7.000
   25.    5. 2010.   10.   24.   19. -34.796 -71.695  46.500   4.300   1.000    .000   7.000
   25.    5. 2010.    9.    9.   25. -37.645 -73.183  47.900   5.800   1.000    .000   7.000
   24.    5. 2010.   19.   57.   31. -36.342 -73.601  26.900   5.400   1.000    .000   7.000
   24.    5. 2010.   15.   44.    1. -35.088 -71.927  41.900   3.600   1.000    .000   7.000
   24.    5. 2010.   15.   12.   15. -35.769 -72.856  31.400   5.400   1.000    .000   7.000
   24.    5. 2010.   10.   48.    5. -34.747 -71.795  40.700   4.200   1.000    .000   7.000
   24.    5. 2010.   10.   18.    6. -34.400 -71.721  37.700   4.700   1.000    .000   7.000
   24.    5. 2010.    9.   26.    7. -34.771 -71.770  41.700   4.000   1.000    .000   7.000
   24.    5. 2010.    7.    4.   14. -34.762 -71.747  43.500   3.900   1.000    .000   7.000
   23.    5. 2010.   12.   39.   48. -35.216 -72.452  27.000   4.200   1.000    .000   7.000
   23.    5. 2010.   10.   37.   12. -36.647 -73.006  20.900   4.500   1.000    .000   7.000
   23.    5. 2010.    0.   47.   26. -35.060 -71.910  55.000   4.300   1.000    .000   7.000
   22.    5. 2010.    6.   47.   13. -21.904 -70.355  31.300   4.700   1.000    .000   7.000
   22.    5. 2010.    3.   19.   59. -34.742 -71.802  39.000   3.900   1.000    .000   7.000
   21.    5. 2010.   14.   52.    6. -34.645 -71.970   7.300   5.600   1.000    .000   7.000
   21.    5. 2010.    5.   43.    7. -22.104 -70.269  36.900   3.500   1.000    .000   7.000
   20.    5. 2010.   18.   13.    7. -34.793 -71.802  43.900   4.300   1.000    .000   7.000
   20.    5. 2010.   13.   46.   34. -34.474 -71.870   6.200   4.000   1.000    .000   7.000
   20.    5. 2010.   13.   12.   27. -27.864 -70.438  83.800   3.700   1.000    .000   7.000
   20.    5. 2010.   11.   43.   15. -18.408 -70.711  34.800   4.300   1.000    .000   7.000
   20.    5. 2010.    1.   16.   11. -34.402 -71.947   6.800   3.700   1.000    .000   7.000
   19.    5. 2010.   12.   27.   41. -34.342 -72.071  29.200   3.700   1.000    .000   7.000
   19.    5. 2010.    9.   45.   33. -36.991 -73.638  26.900   4.800   1.000    .000   7.000
   19.    5. 2010.    6.   48.    4. -34.692 -72.444   7.100   4.500   1.000    .000   7.000
   19.    5. 2010.    5.   38.   48. -34.259 -72.338  11.300   5.000   1.000    .000   7.000
   18.    5. 2010.   23.    4.    7. -22.626 -68.833 114.100   5.100   1.000    .000   7.000
   18.    5. 2010.   11.    1.   27. -34.464 -72.103  27.900   3.900   1.000    .000   7.000
   17.    5. 2010.   23.   20.   48. -38.664 -73.415  50.800   4.300   1.000    .000   7.000
   17.    5. 2010.   22.   47.   55. -34.740 -71.773  39.800   3.700   1.000    .000   7.000
   17.    5. 2010.   17.   16.   39. -36.686 -73.267  34.700   5.100   1.000    .000   7.000
   17.    5. 2010.   14.   24.   55. -36.985 -74.123  20.700   4.900   1.000    .000   7.000
   17.    5. 2010.   11.   58.   29. -34.301 -71.953   6.500   3.500   1.000    .000   7.000
   17.    5. 2010.   11.   31.   53. -34.413 -72.077  20.000   3.000   1.000    .000   7.000
   16.    5. 2010.   20.   22.   23. -37.666 -73.370  68.000   4.300   1.000    .000   7.000
   15.    5. 2010.    8.   57.   58. -32.686 -71.632  25.500   3.600   1.000    .000   7.000
   15.    5. 2010.    4.    6.   33. -38.129 -73.343  27.200   4.800   1.000    .000   7.000
   15.    5. 2010.    0.   14.   18. -34.941 -71.707  48.800   4.400   1.000    .000   7.000
   14.    5. 2010.   19.    3.   15. -35.303 -72.063  38.300   3.800   1.000    .000   7.000
   13.    5. 2010.   22.   37.   34. -22.166 -69.799  60.800   3.100   1.000    .000   7.000
   13.    5. 2010.   18.   56.   59. -37.020 -73.288  28.600   5.200   1.000    .000   7.000
   13.    5. 2010.   17.   31.   20. -35.099 -72.383  25.000   4.300   1.000    .000   7.000
   13.    5. 2010.   16.   39.   10. -34.237 -72.362  23.400   5.000   1.000    .000   7.000
   13.    5. 2010.   12.   32.   48. -34.988 -72.069  24.200   4.100   1.000    .000   7.000
   13.    5. 2010.   10.   55.   11. -35.011 -72.328  14.900   3.900   1.000    .000   7.000
   13.    5. 2010.   10.   29.    5. -31.566 -71.400  48.700   3.300   1.000    .000   7.000
   13.    5. 2010.    4.   12.    5. -29.771 -71.448  66.400   4.300   1.000    .000   7.000
   12.    5. 2010.   23.   56.    4. -35.105 -72.987  37.400   5.200   1.000    .000   7.000
   11.    5. 2010.   16.   57.   52. -37.062 -73.280  17.300   4.100   1.000    .000   7.000
   11.    5. 2010.   11.   13.   16. -34.659 -72.041  13.000   4.300   1.000    .000   7.000
   11.    5. 2010.    9.    4.   53. -35.705 -73.006  28.600   5.200   1.000    .000   7.000
   10.    5. 2010.    2.   37.   19. -35.114 -71.922  43.700   4.500   1.000    .000   7.000
    9.    5. 2010.   20.   37.    8. -35.170 -72.267  15.300   3.900   1.000    .000   7.000
    9.    5. 2010.   19.   57.   27. -35.067 -71.912  42.200   4.400   1.000    .000   7.000
    9.    5. 2010.   19.    5.   25. -34.017 -72.218  30.900   4.600   1.000    .000   7.000
    9.    5. 2010.   14.   30.   38. -36.335 -72.338  41.300   4.900   1.000    .000   7.000
    9.    5. 2010.    6.   44.   49. -37.601 -74.578  35.100   5.200   1.000    .000   7.000
    9.    5. 2010.    1.   59.   21. -32.787 -71.326  46.800   3.100   1.000    .000   7.000
    8.    5. 2010.   23.   29.   37. -33.991 -72.138  36.500   5.100   1.000    .000   7.000
    7.    5. 2010.   10.   14.   58. -30.639 -71.424  56.600   3.400   1.000    .000   7.000
    6.    5. 2010.   12.    4.   35. -36.716 -74.090  16.300   4.800   1.000    .000   7.000
    6.    5. 2010.   10.   51.   27. -18.390 -70.724  40.200   4.100   1.000    .000   7.000
    6.    5. 2010.   10.   28.   20. -35.033 -71.917  40.100   4.000   1.000    .000   7.000
    6.    5. 2010.    7.   42.   20. -33.911 -71.396  42.300   3.000   1.000    .000   7.000
    6.    5. 2010.    2.   32.   28. -18.300 -70.797  40.300   4.300   1.000    .000   7.000
    6.    5. 2010.    2.    1.   58. -33.459 -71.867  31.100   4.000   1.000   3.800   6.000
    6.    5. 2010.    1.   43.   22. -35.205 -72.345  34.600   4.700   1.000    .000   7.000
    5.    5. 2010.   22.   42.   48. -18.315 -70.768  38.800   6.500   1.000    .000   7.000
    5.    5. 2010.   11.   24.    6. -35.565 -73.441  28.300   6.100   1.000   6.100   3.000
    5.    5. 2010.   11.    0.   30. -22.627 -69.125 107.100   4.900   1.000    .000   7.000
    5.    5. 2010.    6.   29.   29. -35.468 -72.644  38.400   5.100   1.000    .000   7.000
    5.    5. 2010.    1.   47.   26. -35.077 -71.841  48.200   2.900   1.000    .000   7.000
    4.    5. 2010.   23.   32.   33. -33.504 -72.243  20.600   4.800   1.000    .000   7.000
    4.    5. 2010.   18.   32.    4. -33.097 -72.148  37.400   4.400   1.000    .000   7.000
    4.    5. 2010.   12.   12.   56. -22.069 -68.657 125.300   5.400   1.000    .000   7.000
    4.    5. 2010.   10.   15.   34. -33.915 -71.428  39.300   2.700   1.000    .000   7.000
    4.    5. 2010.    9.   55.    6. -34.141 -72.336  22.500   5.000   1.000    .000   7.000
    3.    5. 2010.   23.   57.   15. -35.113 -72.099  20.200   3.900   1.000    .000   7.000
    3.    5. 2010.   23.   41.   50. -34.328 -72.004   6.500   3.200   1.000    .000   7.000
    3.    5. 2010.   22.   49.    1. -37.902 -73.643  24.600   4.800   1.000    .000   7.000
    3.    5. 2010.   19.    9.   38. -38.271 -74.309  22.900   6.400   1.000    .000   7.000
    3.    5. 2010.   18.    6.    8. -34.792 -71.789  43.600   3.700   1.000    .000   7.000
    3.    5. 2010.   16.   42.   20. -28.846 -70.962  67.500   4.500   1.000    .000   7.000
    3.    5. 2010.   15.    6.   57. -38.151 -73.674  47.400   5.300   1.000    .000   7.000
    3.    5. 2010.   14.   39.   35. -37.364 -74.484  34.700   5.300   1.000    .000   7.000
    3.    5. 2010.   11.   43.   35. -34.293 -72.047  28.700   3.600   1.000    .000   7.000
    3.    5. 2010.   11.   29.   37. -36.637 -73.132  12.700   3.900   1.000    .000   7.000
    3.    5. 2010.    5.   40.   55. -37.658 -73.659  25.200   3.600   1.000    .000   7.000
    3.    5. 2010.    2.   49.   25. -34.278 -72.126   9.200   5.000   1.000    .000   7.000
    3.    5. 2010.    2.   33.   28. -34.251 -72.085  15.000   4.600   1.000    .000   7.000
    3.    5. 2010.    2.   21.   45. -34.382 -71.997  15.500   3.900   1.000    .000   7.000
    2.    5. 2010.   16.    2.   46. -34.321 -72.086  30.700   3.700   1.000    .000   7.000
    2.    5. 2010.   15.   46.   29. -34.295 -72.127  29.700   4.700   1.000    .000   7.000
    2.    5. 2010.   15.   22.   57. -34.244 -72.125  32.600   4.300   1.000    .000   7.000
    2.    5. 2010.   14.   52.   31. -34.363 -72.037  15.000   3.300   1.000    .000   7.000
    2.    5. 2010.   10.   52.   39. -34.297 -72.072  32.900   5.800   1.000    .000   7.000
    2.    5. 2010.    1.   36.    4. -34.876 -71.905  36.100   4.000   1.000    .000   7.000
    1.    5. 2010.   21.   43.   32. -33.271 -71.973  30.500   4.400   1.000    .000   7.000
    1.    5. 2010.   16.   55.   53. -38.104 -74.258  26.000   4.500   1.000    .000   7.000
    1.    5. 2010.   10.   41.    5. -33.194 -72.312  35.300   5.300   1.000    .000   7.000
    1.    5. 2010.    9.    7.   45. -30.776 -71.433  63.200   4.700   1.000    .000   7.000
    1.    5. 2010.    2.   17.   36. -35.302 -72.039  35.800   2.600   1.000    .000   7.000
   30.    4. 2010.   20.   57.   58. -37.896 -73.095  29.300   4.400   1.000    .000   7.000
   29.    4. 2010.   13.   35.   20. -34.292 -71.939  30.900   3.200   1.000    .000   7.000
   29.    4. 2010.   12.   58.   14. -36.608 -72.961  24.700   3.900   1.000    .000   7.000
   29.    4. 2010.   10.   58.   58. -34.490 -72.027  15.400   2.600   1.000    .000   7.000
   29.    4. 2010.    9.   40.   13. -36.854 -73.183  33.900   5.200   1.000    .000   7.000
   29.    4. 2010.    5.   19.   51. -34.635 -71.763  30.100   3.600   1.000    .000   7.000
   29.    4. 2010.    4.   39.   25. -35.086 -71.899  39.000   4.500   1.000    .000   7.000
   29.    4. 2010.    3.   56.   29. -37.148 -74.011  31.400   4.900   1.000    .000   7.000
   28.    4. 2010.   15.   29.   53. -34.496 -71.767  13.000   3.000   1.000    .000   7.000
   28.    4. 2010.   13.   14.   22. -35.398 -72.599  12.800   4.200   1.000    .000   7.000
   28.    4. 2010.   13.    7.   26. -19.896 -70.078  49.500   3.900   1.000    .000   7.000
   28.    4. 2010.    8.   33.   47. -34.654 -71.673  42.600   5.200   1.000    .000   7.000
   28.    4. 2010.    8.   28.   50. -34.577 -72.237   8.500   3.800   1.000    .000   7.000
   28.    4. 2010.    4.   13.    8. -35.218 -72.169  38.000   4.300   1.000    .000   7.000
   27.    4. 2010.   21.    6.   49. -34.718 -71.817  34.100   4.000   1.000    .000   7.000
   27.    4. 2010.   13.   49.   43. -34.444 -72.071  16.700   3.000   1.000    .000   7.000
   27.    4. 2010.    1.   37.   18. -34.349 -71.952  24.700   4.800   1.000    .000   7.000
   26.    4. 2010.   18.   33.   48. -36.183 -72.923  39.500   5.000   1.000    .000   7.000
   26.    4. 2010.   11.   46.   16. -34.418 -72.060  15.000   3.400   1.000    .000   7.000
